Event Type,Button/Key,Action,Position,Timestamp
Mouse,Move,Moved,(897.69140625, 480.80078125),2025-02-21 21:09:43
Mouse,Move,Moved,(920.1171875, 479.3046875),2025-02-21 21:09:43
Mouse,Move,Moved,(948.5078125, 475.9609375),2025-02-21 21:09:43
Mouse,Move,Moved,(980.1484375, 474.19921875),2025-02-21 21:09:43
Mouse,Move,Moved,(1022.6171875, 468.12890625),2025-02-21 21:09:43
Mouse,Move,Moved,(1061.296875, 462.32421875),2025-02-21 21:09:44
Mouse,Move,Moved,(1099.9765625, 458.453125),2025-02-21 21:09:44
Mouse,Move,Moved,(1138.65625, 452.6484375),2025-02-21 21:09:44
Mouse,Move,Moved,(1173.67578125, 447.1171875),2025-02-21 21:09:44
Mouse,Move,Moved,(1186.296875, 445.96875),2025-02-21 21:09:44
Mouse,Move,Moved,(1211.6171875, 441.21875),2025-02-21 21:09:44
Mouse,Move,Moved,(1231.328125, 438.40234375),2025-02-21 21:09:44
Mouse,Move,Moved,(1236.9453125, 436.796875),2025-02-21 21:09:44
Mouse,Move,Moved,(1247.55078125, 434.671875),2025-02-21 21:09:44
Mouse,Move,Moved,(1256.3203125, 433.6953125),2025-02-21 21:09:44
Mouse,Move,Moved,(1260.62109375, 432.2578125),2025-02-21 21:09:44
Mouse,Move,Moved,(1263.77734375, 431.625),2025-02-21 21:09:44
Mouse,Move,Moved,(1265.15625, 431.1640625),2025-02-21 21:09:44
Mouse,Move,Moved,(1265.90625, 431.1640625),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.65625, 431.1640625),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.9453125, 430.87109375),2025-02-21 21:09:44
Mouse,Move,Moved,(1267.234375, 430.87109375),2025-02-21 21:09:44
Mouse,Move,Moved,(1267.234375, 431.078125),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 431.078125),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 431.3125),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 431.546875),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 431.79296875),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 432.08203125),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 432.328125),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 432.6171875),2025-02-21 21:09:44
Mouse,Move,Moved,(1266.984375, 432.90625),2025-02-21 21:09:44
Mouse,Left,Pressed,N/A,2025-02-21 21:09:44
Mouse,Left,Released,N/A,2025-02-21 21:09:44
Mouse,Move,Moved,(1266.11328125, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1259.00390625, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1253.3828125, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1242.7734375, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1217.44921875, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1197.734375, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1178.01953125, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1155.58984375, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1133.16015625, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1122.55078125, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1102.8359375, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1067.76171875, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1048.046875, 432.90625),2025-02-21 21:09:44
Mouse,Move,Moved,(1037.4375, 431.84375),2025-02-21 21:09:44
Mouse,Move,Moved,(1022.62890625, 428.140625),2025-02-21 21:09:44
Mouse,Move,Moved,(992.7421875, 415.83203125),2025-02-21 21:09:44
Mouse,Move,Moved,(974.4375, 405.97265625),2025-02-21 21:09:44
Mouse,Move,Moved,(969.10546875, 400.640625),2025-02-21 21:09:44
Mouse,Move,Moved,(942.734375, 383.05859375),2025-02-21 21:09:44
Mouse,Move,Moved,(936.3671875, 374.5703125),2025-02-21 21:09:44
Mouse,Move,Moved,(912.3671875, 348.7265625),2025-02-21 21:09:44
Mouse,Move,Moved,(907.4921875, 340.92578125),2025-02-21 21:09:44
Mouse,Move,Moved,(896.921875, 326.39453125),2025-02-21 21:09:44
Mouse,Move,Moved,(887.671875, 311.86328125),2025-02-21 21:09:44
Mouse,Move,Moved,(880.78515625, 300.38671875),2025-02-21 21:09:45
Mouse,Move,Moved,(873.37890625, 286.80859375),2025-02-21 21:09:45
Mouse,Move,Moved,(867.01171875, 277.2578125),2025-02-21 21:09:45
Mouse,Move,Moved,(864.859375, 272.953125),2025-02-21 21:09:45
Mouse,Move,Moved,(861.3046875, 265.84375),2025-02-21 21:09:45
Mouse,Move,Moved,(856.859375, 259.62109375),2025-02-21 21:09:45
Mouse,Move,Moved,(853.6484375, 254.8046875),2025-02-21 21:09:45
Mouse,Move,Moved,(851.49609375, 250.5),2025-02-21 21:09:45
Mouse,Move,Moved,(849.6015625, 247.97265625),2025-02-21 21:09:45
Mouse,Move,Moved,(847.70703125, 245.4453125),2025-02-21 21:09:45
Mouse,Move,Moved,(846.61328125, 243.2578125),2025-02-21 21:09:45
Mouse,Move,Moved,(845.859375, 242.50390625),2025-02-21 21:09:45
Mouse,Move,Moved,(844.9375, 241.125),2025-02-21 21:09:45
Mouse,Move,Moved,(844.015625, 239.7421875),2025-02-21 21:09:45
Mouse,Move,Moved,(843.63671875, 238.98828125),2025-02-21 21:09:45
Mouse,Move,Moved,(842.71484375, 237.60546875),2025-02-21 21:09:45
Mouse,Move,Moved,(841.79296875, 236.22265625),2025-02-21 21:09:45
Mouse,Move,Moved,(840.87109375, 234.83984375),2025-02-21 21:09:45
Mouse,Move,Moved,(839.94921875, 233.45703125),2025-02-21 21:09:45
Mouse,Move,Moved,(839.02734375, 232.07421875),2025-02-21 21:09:45
Mouse,Move,Moved,(838.10546875, 230.69140625),2025-02-21 21:09:45
Mouse,Move,Moved,(837.64453125, 229.30859375),2025-02-21 21:09:45
Mouse,Move,Moved,(836.00390625, 227.66796875),2025-02-21 21:09:45
Mouse,Move,Moved,(835.54296875, 226.28515625),2025-02-21 21:09:45
Mouse,Move,Moved,(834.7890625, 225.53125),2025-02-21 21:09:45
Mouse,Move,Moved,(834.41015625, 224.77734375),2025-02-21 21:09:45
Mouse,Move,Moved,(834.03125, 224.0234375),2025-02-21 21:09:45
Mouse,Move,Moved,(833.27734375, 223.64453125),2025-02-21 21:09:45
Mouse,Move,Moved,(833.27734375, 222.890625),2025-02-21 21:09:45
Mouse,Move,Moved,(832.984375, 222.59765625),2025-02-21 21:09:45
Mouse,Move,Moved,(832.69140625, 222.3046875),2025-02-21 21:09:45
Mouse,Move,Moved,(832.44140625, 222.0546875),2025-02-21 21:09:45
Mouse,Move,Moved,(832.44140625, 221.82421875),2025-02-21 21:09:45
Mouse,Move,Moved,(832.44140625, 221.59375),2025-02-21 21:09:45
Mouse,Move,Moved,(832.1484375, 221.59375),2025-02-21 21:09:45
Mouse,Move,Moved,(832.1484375, 221.3671875),2025-02-21 21:09:45
Mouse,Move,Moved,(831.8984375, 221.3671875),2025-02-21 21:09:45
Mouse,Move,Moved,(831.8984375, 221.578125),2025-02-21 21:09:45
Mouse,Move,Moved,(831.8984375, 221.8671875),2025-02-21 21:09:45
Mouse,Left,Pressed,N/A,2025-02-21 21:09:45
Mouse,Left,Released,N/A,2025-02-21 21:09:45
Mouse,Move,Moved,(831.8984375, 222.71875),2025-02-21 21:09:45
Mouse,Move,Moved,(831.8984375, 227.01953125),2025-02-21 21:09:45
Mouse,Move,Moved,(831.8984375, 239.640625),2025-02-21 21:09:45
Mouse,Move,Moved,(833.04296875, 252.26171875),2025-02-21 21:09:45
Mouse,Move,Moved,(834.36328125, 269.4296875),2025-02-21 21:09:45
Mouse,Move,Moved,(835.76953125, 289.140625),2025-02-21 21:09:45
Mouse,Move,Moved,(840.25390625, 311.56640625),2025-02-21 21:09:45
Mouse,Move,Moved,(843.41796875, 336.88671875),2025-02-21 21:09:45
Mouse,Move,Moved,(848.1640625, 362.20703125),2025-02-21 21:09:45
Mouse,Move,Moved,(852.91015625, 387.52734375),2025-02-21 21:09:45
Mouse,Move,Moved,(855.03125, 398.1328125),2025-02-21 21:09:46
Mouse,Move,Moved,(857.84375, 417.84375),2025-02-21 21:09:46
Mouse,Move,Moved,(860.65625, 437.5546875),2025-02-21 21:09:46
Mouse,Move,Moved,(863.12109375, 452.359375),2025-02-21 21:09:46
Mouse,Move,Moved,(865.5859375, 467.15625),2025-02-21 21:09:46
Mouse,Move,Moved,(866.30078125, 471.45703125),2025-02-21 21:09:46
Mouse,Move,Moved,(868.25, 480.2265625),2025-02-21 21:09:46
Mouse,Move,Moved,(869.13671875, 487.33203125),2025-02-21 21:09:46
Mouse,Move,Moved,(869.8515625, 491.6328125),2025-02-21 21:09:46
Mouse,Move,Moved,(870.48046875, 494.7890625),2025-02-21 21:09:46
Mouse,Move,Moved,(871.0234375, 496.97265625),2025-02-21 21:09:46
Mouse,Move,Moved,(871.48046875, 498.3515625),2025-02-21 21:09:46
Mouse,Move,Moved,(871.48046875, 499.73046875),2025-02-21 21:09:46
Mouse,Move,Moved,(871.48046875, 500.01953125),2025-02-21 21:09:46
Mouse,Move,Moved,(871.76953125, 500.30859375),2025-02-21 21:09:46
Mouse,Move,Moved,(871.76953125, 500.59765625),2025-02-21 21:09:46
Mouse,Move,Moved,(871.76953125, 500.88671875),2025-02-21 21:09:46
Mouse,Move,Moved,(871.76953125, 500.67578125),2025-02-21 21:09:46
Mouse,Left,Pressed,N/A,2025-02-21 21:09:46
Mouse,Left,Released,N/A,2025-02-21 21:09:46
Mouse,Left,Pressed,N/A,2025-02-21 21:09:48
Mouse,Left,Released,N/A,2025-02-21 21:09:49
Mouse,Move,Moved,(871.76953125, 500.46875),2025-02-21 21:09:49
Mouse,Move,Moved,(871.76953125, 500.23046875),2025-02-21 21:09:49
Mouse,Move,Moved,(871.76953125, 499.98046875),2025-02-21 21:09:49
Mouse,Move,Moved,(871.76953125, 499.73046875),2025-02-21 21:09:49
Mouse,Move,Moved,(873.66015625, 497.203125),2025-02-21 21:09:49
Mouse,Move,Moved,(878.47265625, 493.1875),2025-02-21 21:09:49
Mouse,Move,Moved,(887.6484375, 484.0078125),2025-02-21 21:09:49
Mouse,Move,Moved,(894.46875, 477.18359375),2025-02-21 21:09:49
Mouse,Move,Moved,(905.57421875, 467.30859375),2025-02-21 21:09:49
Mouse,Move,Moved,(916.6796875, 456.19921875),2025-02-21 21:09:49
Mouse,Move,Moved,(932.1640625, 443.52734375),2025-02-21 21:09:49
Mouse,Move,Moved,(947.6484375, 430.85546875),2025-02-21 21:09:49
Mouse,Move,Moved,(975.3359375, 408.703125),2025-02-21 21:09:49
Mouse,Move,Moved,(990.8203125, 396.03125),2025-02-21 21:09:49
Mouse,Move,Moved,(997.0390625, 391.5859375),2025-02-21 21:09:49
Mouse,Move,Moved,(1011.56640625, 381.015625),2025-02-21 21:09:49
Mouse,Move,Moved,(1026.09375, 371.765625),2025-02-21 21:09:49
Mouse,Move,Moved,(1040.62109375, 362.515625),2025-02-21 21:09:49
Mouse,Move,Moved,(1052.9609375, 353.875),2025-02-21 21:09:49
Mouse,Move,Moved,(1064.43359375, 346.98828125),2025-02-21 21:09:49
Mouse,Move,Moved,(1075.90625, 340.1015625),2025-02-21 21:09:49
Mouse,Move,Moved,(1083.703125, 335.2265625),2025-02-21 21:09:49
Mouse,Move,Moved,(1086.859375, 333.9609375),2025-02-21 21:09:49
Mouse,Move,Moved,(1093.078125, 330.40625),2025-02-21 21:09:50
Mouse,Move,Moved,(1097.890625, 327.1953125),2025-02-21 21:09:50
Mouse,Move,Moved,(1101.046875, 325.30078125),2025-02-21 21:09:50
Mouse,Move,Moved,(1102.42578125, 324.37890625),2025-02-21 21:09:50
Mouse,Move,Moved,(1103.8046875, 323.91796875),2025-02-21 21:09:50
Mouse,Move,Moved,(1104.5546875, 323.5390625),2025-02-21 21:09:50
Mouse,Move,Moved,(1105.3046875, 323.16015625),2025-02-21 21:09:50
Mouse,Move,Moved,(1105.59375, 322.8671875),2025-02-21 21:09:50
Mouse,Move,Moved,(1105.8828125, 322.8671875),2025-02-21 21:09:50
Mouse,Move,Moved,(1106.12890625, 322.8671875),2025-02-21 21:09:50
Mouse,Move,Moved,(1106.12890625, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1105.6796875, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1102.51953125, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1099.359375, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1093.73828125, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1088.1171875, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1081.0078125, 322.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1073.8984375, 319.90625),2025-02-21 21:09:50
Mouse,Move,Moved,(1065.125, 317.953125),2025-02-21 21:09:50
Mouse,Move,Moved,(1058.015625, 314.3984375),2025-02-21 21:09:50
Mouse,Move,Moved,(1050.90625, 310.84375),2025-02-21 21:09:50
Mouse,Move,Moved,(1044.68359375, 306.3984375),2025-02-21 21:09:50
Mouse,Move,Moved,(1038.4609375, 301.953125),2025-02-21 21:09:50
Mouse,Move,Moved,(1035.93359375, 300.05859375),2025-02-21 21:09:50
Mouse,Move,Moved,(1031.1171875, 296.04296875),2025-02-21 21:09:50
Mouse,Move,Moved,(1026.30078125, 292.83203125),2025-02-21 21:09:50
Mouse,Move,Moved,(1022.71484375, 289.9609375),2025-02-21 21:09:50
Mouse,Move,Moved,(1015.60546875, 286.40625),2025-02-21 21:09:50
Mouse,Move,Moved,(1011.30859375, 286.40625),2025-02-21 21:09:50
Mouse,Move,Moved,(1002.53515625, 286.40625),2025-02-21 21:09:50
Mouse,Move,Moved,(993.76171875, 286.40625),2025-02-21 21:09:50
Mouse,Move,Moved,(981.13671875, 289.84765625),2025-02-21 21:09:50
Mouse,Move,Moved,(966.60546875, 299.09375),2025-02-21 21:09:50
Mouse,Move,Moved,(951.1171875, 311.76171875),2025-02-21 21:09:50
Mouse,Move,Moved,(933.171875, 326.7109375),2025-02-21 21:09:50
Mouse,Move,Moved,(914.1796875, 345.69921875),2025-02-21 21:09:50
Mouse,Move,Moved,(895.8046875, 367.41015625),2025-02-21 21:09:50
Mouse,Move,Moved,(879.9765625, 387.98046875),2025-02-21 21:09:50
Mouse,Move,Moved,(865.73046875, 410.1328125),2025-02-21 21:09:50
Mouse,Move,Moved,(852.3671875, 435.18359375),2025-02-21 21:09:50
Mouse,Move,Moved,(841.2890625, 458.921875),2025-02-21 21:09:50
Mouse,Move,Moved,(838.10546875, 469.52734375),2025-02-21 21:09:50
Mouse,Move,Moved,(833.87890625, 489.23828125),2025-02-21 21:09:50
Mouse,Move,Moved,(831.234375, 506.40625),2025-02-21 21:09:50
Mouse,Move,Moved,(831.234375, 523.57421875),2025-02-21 21:09:50
Mouse,Move,Moved,(831.234375, 536.1953125),2025-02-21 21:09:50
Mouse,Move,Moved,(831.234375, 546.80078125),2025-02-21 21:09:50
Mouse,Move,Moved,(837.59765625, 555.28515625),2025-02-21 21:09:50
Mouse,Move,Moved,(850.8046875, 567.171875),2025-02-21 21:09:50
Mouse,Move,Moved,(863.390625, 571.74609375),2025-02-21 21:09:50
Mouse,Move,Moved,(883.1015625, 574.55859375),2025-02-21 21:09:50
Mouse,Move,Moved,(908.421875, 574.55859375),2025-02-21 21:09:50
Mouse,Move,Moved,(933.7421875, 574.55859375),2025-02-21 21:09:50
Mouse,Move,Moved,(962.1328125, 571.21484375),2025-02-21 21:09:50
Mouse,Move,Moved,(992.015625, 558.90625),2025-02-21 21:09:50
Mouse,Move,Moved,(1018.734375, 545.54296875),2025-02-21 21:09:50
Mouse,Move,Moved,(1029.83984375, 535.66796875),2025-02-21 21:09:50
Mouse,Move,Moved,(1050.41015625, 519.83984375),2025-02-21 21:09:50
Mouse,Move,Moved,(1082.765625, 489.50390625),2025-02-21 21:09:50
Mouse,Move,Moved,(1096.21875, 470.06640625),2025-02-21 21:09:50
Mouse,Move,Moved,(1105.1875, 449.1328125),2025-02-21 21:09:50
Mouse,Move,Moved,(1109.671875, 426.703125),2025-02-21 21:09:50
Mouse,Move,Moved,(1109.671875, 416.09375),2025-02-21 21:09:50
Mouse,Move,Moved,(1109.671875, 384.44921875),2025-02-21 21:09:50
Mouse,Move,Moved,(1109.671875, 364.734375),2025-02-21 21:09:50
Mouse,Move,Moved,(1106.1171875, 357.625),2025-02-21 21:09:50
Mouse,Move,Moved,(1095.546875, 343.09375),2025-02-21 21:09:50
Mouse,Move,Moved,(1083.65625, 329.8828125),2025-02-21 21:09:50
Mouse,Move,Moved,(1071.3125, 321.2421875),2025-02-21 21:09:50
Mouse,Move,Moved,(1057.734375, 315.0703125),2025-02-21 21:09:50
Mouse,Move,Moved,(1042.92578125, 311.3671875),2025-02-21 21:09:50
Mouse,Move,Moved,(1028.1171875, 311.3671875),2025-02-21 21:09:50
Mouse,Move,Moved,(1013.30859375, 311.3671875),2025-02-21 21:09:50
Mouse,Move,Moved,(987.984375, 314.53125),2025-02-21 21:09:50
Mouse,Move,Moved,(974.7734375, 326.41796875),2025-02-21 21:09:50
Mouse,Move,Moved,(960.69140625, 340.49609375),2025-02-21 21:09:50
Mouse,Move,Moved,(947.234375, 358.4375),2025-02-21 21:09:50
Mouse,Move,Moved,(938.26171875, 379.3671875),2025-02-21 21:09:50
Mouse,Move,Moved,(932.27734375, 401.79296875),2025-02-21 21:09:50
Mouse,Move,Moved,(927.7890625, 424.21875),2025-02-21 21:09:50
Mouse,Move,Moved,(927.7890625, 432.98828125),2025-02-21 21:09:50
Mouse,Move,Moved,(927.7890625, 450.15625),2025-02-21 21:09:50
Mouse,Move,Moved,(927.7890625, 464.9609375),2025-02-21 21:09:50
Mouse,Move,Moved,(932.375, 477.58203125),2025-02-21 21:09:50
Mouse,Move,Moved,(948.77734375, 493.984375),2025-02-21 21:09:50
Mouse,Move,Moved,(955.8828125, 495.7578125),2025-02-21 21:09:50
Mouse,Move,Moved,(978.30859375, 503.23046875),2025-02-21 21:09:50
Mouse,Move,Moved,(987.078125, 504.203125),2025-02-21 21:09:50
Mouse,Move,Moved,(1015.46875, 504.203125),2025-02-21 21:09:50
Mouse,Move,Moved,(1022.57421875, 504.203125),2025-02-21 21:09:50
Mouse,Move,Moved,(1036.1484375, 498.03125),2025-02-21 21:09:50
Mouse,Move,Moved,(1050.67578125, 488.78125),2025-02-21 21:09:50
Mouse,Move,Moved,(1061.78125, 478.90625),2025-02-21 21:09:50
Mouse,Move,Moved,(1069.8125, 468.578125),2025-02-21 21:09:50
Mouse,Move,Moved,(1074.0546875, 457.96875),2025-02-21 21:09:50
Mouse,Move,Moved,(1077.49609375, 445.34375),2025-02-21 21:09:50
Mouse,Move,Moved,(1078.5546875, 434.734375),2025-02-21 21:09:50
Mouse,Move,Moved,(1078.5546875, 422.109375),2025-02-21 21:09:50
Mouse,Move,Moved,(1073.28515625, 404.984375),2025-02-21 21:09:50
Mouse,Move,Moved,(1063.41015625, 393.875),2025-02-21 21:09:50
Mouse,Move,Moved,(1048.87890625, 383.3046875),2025-02-21 21:09:50
Mouse,Move,Moved,(1033.02734375, 375.37890625),2025-02-21 21:09:50
Mouse,Move,Moved,(1013.3125, 368.3359375),2025-02-21 21:09:50
Mouse,Move,Moved,(990.98828125, 365.359375),2025-02-21 21:09:50
Mouse,Move,Moved,(982.21484375, 365.359375),2025-02-21 21:09:50
Mouse,Move,Moved,(943.53125, 365.359375),2025-02-21 21:09:50
Mouse,Move,Moved,(936.42578125, 365.359375),2025-02-21 21:09:50
Mouse,Move,Moved,(921.6171875, 370.29296875),2025-02-21 21:09:50
Mouse,Move,Moved,(909.2734375, 378.9296875),2025-02-21 21:09:50
Mouse,Move,Moved,(898.1640625, 390.03515625),2025-02-21 21:09:50
Mouse,Move,Moved,(889.5234375, 402.375),2025-02-21 21:09:50
Mouse,Move,Moved,(883.78515625, 413.84765625),2025-02-21 21:09:50
Mouse,Move,Moved,(881.66015625, 424.453125),2025-02-21 21:09:51
Mouse,Move,Moved,(881.66015625, 435.05859375),2025-02-21 21:09:51
Mouse,Move,Moved,(881.66015625, 443.828125),2025-02-21 21:09:51
Mouse,Move,Moved,(883.43359375, 450.93359375),2025-02-21 21:09:51
Mouse,Move,Moved,(897.9609375, 461.5),2025-02-21 21:09:51
Mouse,Move,Moved,(912.765625, 463.96484375),2025-02-21 21:09:51
Mouse,Move,Moved,(938.0859375, 465.546875),2025-02-21 21:09:51
Mouse,Move,Moved,(963.40625, 465.546875),2025-02-21 21:09:51
Mouse,Move,Moved,(988.7265625, 462.37890625),2025-02-21 21:09:51
Mouse,Move,Moved,(1018.609375, 448.3125),2025-02-21 21:09:51
Mouse,Move,Moved,(1041.98828125, 431.609375),2025-02-21 21:09:51
Mouse,Move,Moved,(1050.47265625, 424.1796875),2025-02-21 21:09:51
Mouse,Move,Moved,(1064.55078125, 408.69140625),2025-02-21 21:09:51
Mouse,Move,Moved,(1078.00390625, 390.74609375),2025-02-21 21:09:51
Mouse,Move,Moved,(1091.36328125, 364.0234375),2025-02-21 21:09:51
Mouse,Move,Moved,(1092.76953125, 344.30859375),2025-02-21 21:09:51
Mouse,Move,Moved,(1092.76953125, 327.13671875),2025-02-21 21:09:51
Mouse,Move,Moved,(1092.76953125, 312.328125),2025-02-21 21:09:51
Mouse,Move,Moved,(1081.50390625, 295.4296875),2025-02-21 21:09:51
Mouse,Move,Moved,(1068.29296875, 283.5390625),2025-02-21 21:09:51
Mouse,Move,Moved,(1048.85546875, 271.57421875),2025-02-21 21:09:51
Mouse,Move,Moved,(1030.55078125, 263.125),2025-02-21 21:09:51
Mouse,Move,Moved,(1008.12109375, 257.140625),2025-02-21 21:09:51
Mouse,Move,Moved,(988.40625, 255.73046875),2025-02-21 21:09:51
Mouse,Move,Moved,(965.9765625, 255.73046875),2025-02-21 21:09:51
Mouse,Move,Moved,(946.3125, 255.73046875),2025-02-21 21:09:51
Mouse,Move,Moved,(925.37890625, 266.1953125),2025-02-21 21:09:51
Mouse,Move,Moved,(907.43359375, 279.6484375),2025-02-21 21:09:51
Mouse,Move,Moved,(890.984375, 296.09375),2025-02-21 21:09:51
Mouse,Move,Moved,(877.625, 315.38671875),2025-02-21 21:09:51
Mouse,Move,Moved,(866.546875, 339.125),2025-02-21 21:09:51
Mouse,Move,Moved,(859.0703125, 361.55078125),2025-02-21 21:09:51
Mouse,Move,Moved,(858.0078125, 372.15625),2025-02-21 21:09:51
Mouse,Move,Moved,(855.19140625, 391.8671875),2025-02-21 21:09:51
Mouse,Move,Moved,(855.19140625, 409.03515625),2025-02-21 21:09:51
Mouse,Move,Moved,(855.19140625, 421.65625),2025-02-21 21:09:51
Mouse,Move,Moved,(857.3125, 432.26171875),2025-02-21 21:09:51
Mouse,Move,Moved,(865.796875, 439.6875),2025-02-21 21:09:51
Mouse,Move,Moved,(882.69140625, 450.94921875),2025-02-21 21:09:51
Mouse,Move,Moved,(897.49609375, 452.1796875),2025-02-21 21:09:51
Mouse,Move,Moved,(906.265625, 452.1796875),2025-02-21 21:09:51
Mouse,Move,Moved,(918.88671875, 452.1796875),2025-02-21 21:09:51
Mouse,Move,Moved,(933.69140625, 447.2421875),2025-02-21 21:09:51
Mouse,Move,Moved,(947.265625, 439.8359375),2025-02-21 21:09:51
Mouse,Move,Moved,(960.47265625, 427.9453125),2025-02-21 21:09:51
Mouse,Move,Moved,(969.109375, 415.6015625),2025-02-21 21:09:51
Mouse,Move,Moved,(976.51171875, 402.0234375),2025-02-21 21:09:51
Mouse,Move,Moved,(981.09765625, 389.3984375),2025-02-21 21:09:51
Mouse,Move,Moved,(983.73828125, 372.2265625),2025-02-21 21:09:51
Mouse,Move,Moved,(985.40625, 343.83203125),2025-02-21 21:09:51
Mouse,Move,Moved,(985.40625, 326.66015625),2025-02-21 21:09:51
Mouse,Move,Moved,(981.44140625, 309.48828125),2025-02-21 21:09:51
Mouse,Move,Moved,(969.4765625, 290.05078125),2025-02-21 21:09:51
Mouse,Move,Moved,(954.5234375, 272.10546875),2025-02-21 21:09:51
Mouse,Move,Moved,(933.94921875, 256.27734375),2025-02-21 21:09:51
Mouse,Move,Moved,(908.89453125, 242.9140625),2025-02-21 21:09:51
Mouse,Move,Moved,(879.0078125, 230.60546875),2025-02-21 21:09:51
Mouse,Move,Moved,(847.36328125, 225.328125),2025-02-21 21:09:51
Mouse,Move,Moved,(812.2890625, 221.6328125),2025-02-21 21:09:51
Mouse,Move,Moved,(777.21484375, 221.6328125),2025-02-21 21:09:51
Mouse,Move,Moved,(742.140625, 221.6328125),2025-02-21 21:09:51
Mouse,Move,Moved,(710.49609375, 230.421875),2025-02-21 21:09:51
Mouse,Move,Moved,(683.7734375, 243.78125),2025-02-21 21:09:51
Mouse,Move,Moved,(655.64453125, 261.359375),2025-02-21 21:09:51
Mouse,Move,Moved,(632.7890625, 284.2109375),2025-02-21 21:09:51
Mouse,Move,Moved,(614.4140625, 307.58984375),2025-02-21 21:09:51
Mouse,Move,Moved,(601.05078125, 334.30859375),2025-02-21 21:09:51
Mouse,Move,Moved,(591.02734375, 361.02734375),2025-02-21 21:09:51
Mouse,Move,Moved,(584.6953125, 386.34765625),2025-02-21 21:09:51
Mouse,Move,Moved,(583.0234375, 414.73828125),2025-02-21 21:09:51
Mouse,Move,Moved,(583.0234375, 443.12890625),2025-02-21 21:09:51
Mouse,Move,Moved,(584.515625, 465.5546875),2025-02-21 21:09:51
Mouse,Move,Moved,(597.17578125, 487.70703125),2025-02-21 21:09:51
Mouse,Move,Moved,(612.1171875, 505.63671875),2025-02-21 21:09:51
Mouse,Move,Moved,(631.10546875, 523.04296875),2025-02-21 21:09:51
Mouse,Move,Moved,(653.2578125, 535.703125),2025-02-21 21:09:51
Mouse,Move,Moved,(679.9765625, 545.72265625),2025-02-21 21:09:51
Mouse,Move,Moved,(711.6171875, 550.99609375),2025-02-21 21:09:51
Mouse,Move,Moved,(743.2578125, 554.51171875),2025-02-21 21:09:51
Mouse,Move,Moved,(774.8984375, 554.51171875),2025-02-21 21:09:51
Mouse,Move,Moved,(806.5390625, 554.51171875),2025-02-21 21:09:51
Mouse,Move,Moved,(834.9296875, 551.16796875),2025-02-21 21:09:51
Mouse,Move,Moved,(861.6484375, 539.4765625),2025-02-21 21:09:51
Mouse,Move,Moved,(871.1953125, 534.171875),2025-02-21 21:09:51
Mouse,Move,Moved,(907.59765625, 511.921875),2025-02-21 21:09:51
Mouse,Move,Moved,(912.46875, 504.12109375),2025-02-21 21:09:51
Mouse,Move,Moved,(924.35546875, 490.91015625),2025-02-21 21:09:51
Mouse,Move,Moved,(933.6015625, 476.37890625),2025-02-21 21:09:51
Mouse,Move,Moved,(938.53515625, 461.5703125),2025-02-21 21:09:51
Mouse,Move,Moved,(941, 446.76171875),2025-02-21 21:09:51
Mouse,Move,Moved,(942.66796875, 418.3671875),2025-02-21 21:09:51
Mouse,Move,Moved,(942.66796875, 411.2578125),2025-02-21 21:09:51
Mouse,Move,Moved,(941.08203125, 385.93359375),2025-02-21 21:09:51
Mouse,Move,Moved,(931.89453125, 370.1875),2025-02-21 21:09:51
Mouse,Move,Moved,(916.94140625, 352.2421875),2025-02-21 21:09:51
Mouse,Move,Moved,(902.859375, 338.16015625),2025-02-21 21:09:51
Mouse,Move,Moved,(883.421875, 324.703125),2025-02-21 21:09:51
Mouse,Move,Moved,(862.48828125, 314.234375),2025-02-21 21:09:51
